Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
335,Miguel\Miguel,es ESP,FW,Valladolid,19,1999,2.6,4,1.55,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,21,1998,10.4,4,0.39,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
337,Santi Mina\Santi-Mina,es ESP,FWMF,Celta Vigo,23,1995,20.6,42,2.14,28,0,4,5,5,6,0.31,2,0,1,1,2,0,Matches
338,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,30,1989,27.0,36,1.36,35,0,1,0,0,5,0.19,5,0,0,0,0,0,Matches
339,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,33,1985,22.2,88,3.97,68,9,5,3,3,16,0.72,11,1,0,1,3,0,Matches
340,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,37,1982,20.8,59,2.88,43,1,6,1,8,10,0.49,4,1,4,0,1,0,Matches
341,Jon Moncayola\Jon-Moncayola,es ESP,MFDF,Osasuna,21,1998,16.3,21,1.29,18,1,1,0,1,1,0.06,1,0,0,0,0,0,Matches
342,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,33,1986,25.6,24,0.96,19,3,0,0,2,1,0.04,1,0,0,0,0,0,Matches
343,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,31,1988,10.5,34,3.34,16,12,0,2,4,5,0.49,1,3,0,0,1,0,Matches
344,Álvaro Morata\Alvaro-Morata,es ESP,FW,Atlético Madrid,26,1992,22.6,54,2.41,40,0,4,6,4,4,0.18,3,0,0,0,1,0,Matches
345,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,27,1992,15.3,18,1.17,15,2,0,0,1,2,0.13,1,0,0,0,1,0,Matches
346,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,26,1993,25.2,58,2.35,44,2,8,3,1,5,0.20,3,0,1,1,0,0,Matches
347,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,27,1992,29.5,87,2.95,68,2,8,5,4,16,0.54,9,0,2,3,2,0,Matches
348,Manu Morlanes\Manu-Morlanes,es ESP,MFFW,Villarreal,20,1999,2.8,7,2.52,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
349,Loren Morón\Loren-Moron,es ESP,FW,Betis,25,1993,21.6,32,1.50,20,0,4,2,6,5,0.23,4,0,0,1,0,0,Matches
350,Toni Moya\Toni-Moya,es ESP,MF,Atlético Madrid,21,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
351,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,33,1986,23.7,30,1.32,24,0,2,0,4,1,0.04,1,0,0,0,0,0,Matches
352,Iker Muniain\Iker-Muniain,es ESP,FWMF,Athletic Club,26,1992,26.0,71,2.84,51,5,8,1,5,7,0.28,5,0,0,1,0,1,Matches
353,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,21,1997,10.9,7,0.67,6,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
354,Javier Muñoz\Javier-Munoz,es ESP,MF,Alavés,24,1995,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
355,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,27,1992,16.0,1,0.07,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
356,Nacho\Nacho,es ESP,DF,Real Madrid,29,1990,4.4,7,1.60,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
357,Nacho\Nacho,es ESP,DF,Valladolid,30,1989,20.0,41,2.15,36,2,1,0,2,5,0.26,4,0,0,0,1,0,Matches
358,Naldo\Naldo,br BRA,DF,Espanyol,30,1988,14.7,8,0.54,6,0,0,2,0,3,0.20,1,0,0,2,0,0,Matches
359,Marc Navarro\Marc-Navarro,es ESP,DF,Leganés,24,1995,2.4,1,0.41,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
360,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,29,1990,21.1,6,0.28,4,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
361,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,33,1985,36.4,92,2.60,81,5,3,1,2,15,0.42,12,0,2,0,1,0,Matches
362,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,31,1988,7.9,3,0.38,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
363,Neto\Neto,br BRA,GK,Barcelona,30,1989,1.0,1,1.00,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,23,1996,23.5,13,0.58,11,1,0,1,0,1,0.04,1,0,0,0,0,0,Matches
365,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,24,1994,34.1,50,1.50,40,1,2,5,2,2,0.06,1,1,0,0,0,0,Matches
366,Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,18,2000,0.9,1,1.08,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,Nolito\Nolito,es ESP,FWMF,Celta Vigo,32,1986,3.6,11,3.54,10,1,0,0,0,2,0.64,2,0,0,0,0,0,Matches
368,Nolito\Nolito,es ESP,FW,Sevilla,32,1986,10.0,31,3.11,20,2,4,4,1,2,0.20,0,0,1,0,1,0,Matches
369,Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,22,1997,16.5,4,0.26,4,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
370,Allan Nyom\Allan-Nyom,cm CMR,DFMF,Getafe,31,1988,26.9,17,0.66,13,1,1,1,1,2,0.08,1,0,1,0,0,0,Matches
371,Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,26,1993,36.7,2,0.06,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
372,Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,25,1994,29.6,63,2.16,41,0,10,3,9,8,0.27,5,0,2,0,1,0,Matches
373,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,23,1995,3.8,10,2.62,7,0,2,0,1,2,0.52,2,0,0,0,0,0,Matches
374,Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,25,1994,33.9,52,1.58,35,12,0,3,2,6,0.18,2,1,0,1,2,0,Matches
375,Oier Olazábal\Oier-Olazabal,es ESP,GK,Espanyol,29,1989,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
376,Kiko Olivas\Kiko-Olivas,es ESP,DF,Valladolid,30,1988,32.7,13,0.40,8,1,0,2,2,1,0.03,0,0,0,1,0,0,Matches
377,Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,27,1992,23.2,6,0.26,4,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
378,Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,21,1997,19.8,18,0.94,13,1,3,0,1,3,0.16,1,1,1,0,0,0,Matches
379,Kenneth Omeruo\Kenneth-Omeruo,ng NGA,DF,Leganés,25,1993,20.8,7,0.34,6,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
380,Javier Ontiveros\Javier-Ontiveros,es ESP,FWMF,Villarreal,21,1997,9.6,32,3.35,19,4,5,1,3,4,0.42,3,0,0,0,1,0,Matches
381,Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Eibar,33,1986,26.6,95,3.58,47,25,13,3,7,13,0.49,6,2,2,1,2,0,Matches
382,Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,22,1997,33.0,85,2.65,69,6,5,1,4,16,0.50,13,2,0,0,1,0,Matches
383,Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,27,1992,26.2,4,0.15,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
384,Jon Pacheco\Jon-Pacheco,es ESP,DF,Real Sociedad,18,2001,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
385,Daniel Parejo\Daniel-Parejo,es ESP,MF,Valencia,30,1989,32.6,102,3.13,56,36,1,3,5,13,0.40,6,4,0,0,2,1,Matches
386,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,26,1993,27.7,47,1.71,35,3,6,2,1,8,0.29,4,0,2,2,0,0,Matches
387,Paulino\Paulino,es ESP,MF,Alavés,22,1997,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
388,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,28,1990,30.1,6,0.20,6,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
389,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Betis,23,1996,15.0,25,1.73,17,1,4,1,2,0,0.00,0,0,0,0,0,0,Matches
390,Marc Pedraza\Marc-Pedraza,es ESP,MF,Mallorca,32,1987,1.4,1,0.69,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
391,Pedrosa\Pedrosa,es ESP,DFMF,Espanyol,21,1998,12.0,22,1.84,17,1,3,0,1,2,0.17,1,0,1,0,0,0,Matches
392,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,28,1991,20.2,29,1.43,26,0,2,1,0,4,0.20,3,0,1,0,0,0,Matches
393,Luis Perea\Luis-Perea,es ESP,FWMF,Osasuna,21,1997,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
394,Victor Perea\Victor-Perea,es ESP,DF,Espanyol,19,2000,14.1,24,1.70,17,4,0,0,3,0,0.00,0,0,0,0,0,0,Matches
395,Gonzalo Pereira Cejudo\Gonzalo-Pereira-Cejudo,es ESP,DF,Levante,22,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
396,Carles Pérez\Carles-Perez,es ESP,FW,Barcelona,21,1998,5.3,15,2.84,13,0,0,2,0,6,1.13,5,0,0,1,0,0,Matches
397,Iñigo Pérez\Inigo-Perez,es ESP,MF,Osasuna,31,1988,11.7,29,2.49,19,10,0,0,0,4,0.34,3,1,0,0,0,0,Matches
398,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,23,1996,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
399,Kike Pérez\Kike-Perez,es ESP,MFFW,Valladolid,22,1997,2.4,7,2.89,5,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
400,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,30,1988,27.2,90,3.30,43,33,4,6,4,9,0.33,6,2,1,0,0,0,Matches
401,Rubén Pérez\Ruben-Perez,es ESP,MF,Leganés,30,1989,24.4,22,0.94,17,4,0,1,0,1,0.04,1,0,0,0,0,0,Matches
402,Samuel Pérez\Samuel-Perez,es ESP,GK,Valladolid,22,1997,0.3,,,,,,,,,,,,,,,,Matches
403,Pablo Piatti\Pablo-Piatti,ar ARG,DFMF,Espanyol,30,1989,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
404,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,26,1992,0.8,1,1.20,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
405,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,31,1987,14.9,10,0.67,9,0,0,0,1,1,0.07,0,0,0,0,1,0,Matches
406,Pipa\Pipa,es ESP,DF,Espanyol,21,1998,4.3,9,2.11,6,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
407,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,32,1987,34.4,12,0.35,12,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
408,Óscar Plano\Oscar-Plano,es ESP,MF,Valladolid,28,1991,26.8,41,1.53,33,0,1,1,6,3,0.11,2,0,0,0,1,0,Matches
409,Pere Pons\Pere-Pons,es ESP,MF,Alavés,26,1993,11.6,9,0.80,8,0,0,0,1,2,0.18,1,0,0,0,1,0,Matches
410,Pedro Porro\Pedro-Porro,es ESP,DFMF,Valladolid,19,1999,8.2,8,0.97,8,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
411,Francisco Portillo\Francisco-Portillo,es ESP,MF,Getafe,29,1990,4.2,14,3.37,12,0,0,0,2,3,0.72,2,0,0,0,1,0,Matches
412,Portu\Portu,es ESP,FWMF,Real Sociedad,27,1992,26.3,67,2.62,54,3,4,5,1,11,0.43,9,0,2,0,0,0,Matches
413,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,30,1988,25.4,11,0.43,10,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
414,Florent Poulolo\Florent-Poulolo,fr FRA,MFDF,Getafe,22,1997,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
415,Darío Poveda\Dario-Poveda,es ESP,FW,Atlético Madrid,22,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,FWMF,Sevilla,20,1999,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
417,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DF,Mallorca,20,1999,15.6,24,1.64,20,0,2,0,2,3,0.20,2,0,1,0,0,0,Matches
418,Abdón Prats\Abdon-Prats,es ESP,FWMF,Mallorca,26,1992,3.1,1,0.33,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
419,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,27,1992,27.6,53,1.99,33,2,9,3,6,6,0.23,4,0,0,1,1,0,Matches
420,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,19,1999,4.7,15,3.21,11,1,0,0,3,0,0.00,0,0,0,0,0,0,Matches
421,Quini\Quini,es ESP,DF,Granada,29,1989,8.0,12,1.50,10,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
422,Xavi Quintillà\Xavi-Quintilla,es ESP,DF,Villarreal,22,1996,17.5,32,1.83,28,3,0,0,0,3,0.17,2,0,0,0,0,1,Matches
423,Quique\Quique,es ESP,FW,Eibar,29,1990,5.4,11,2.40,7,0,2,0,2,2,0.44,1,0,1,0,0,0,Matches
424,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,26,1993,21.1,17,0.84,12,0,3,0,2,3,0.15,2,0,1,0,0,0,Matches
425,Rafinha\Rafinha,br BRA,MF,Celta Vigo,26,1993,23.5,58,2.58,45,0,4,2,7,6,0.27,4,0,0,0,2,0,Matches
426,Rafinha\Rafinha,br BRA,FWMF,Barcelona,26,1993,2.1,13,6.29,6,3,3,0,1,0,0.00,0,0,0,0,0,0,Matches
427,Baba Rahman\Baba-Rahman,gh GHA,DF,Mallorca,25,1994,1.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
428,Antonio Raillo\Antonio-Raillo,es ESP,DF,Mallorca,27,1991,30.8,12,0.40,11,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
429,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,31,1988,17.7,41,2.32,33,5,0,0,3,5,0.28,5,0,0,0,0,0,Matches
430,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Valladolid,24,1995,13.8,27,2.11,17,1,4,1,4,1,0.08,1,0,0,0,0,0,Matches
431,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,34,1984,5.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
432,Adrián Ramos\Adrian-Ramos,co COL,FW,Granada,33,1986,2.5,4,1.59,2,0,0,1,1,1,0.40,0,0,0,1,0,0,Matches
433,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,33,1986,33.0,20,0.61,17,0,2,0,1,2,0.06,1,0,0,0,1,0,Matches
434,Raúl\Raul,es ESP,FWMF,Betis,18,2000,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
435,Recio\Recio,es ESP,MF,Leganés,28,1991,16.8,27,1.60,20,1,2,1,3,0,0.00,0,0,0,0,0,0,Matches
436,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,22,1996,26.9,62,2.40,52,2,3,3,2,8,0.31,5,1,0,1,1,0,Matches
437,Manolo Reina\Manolo-Reina,es ESP,GK,Mallorca,34,1985,36.0,3,0.09,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
438,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,24,1995,25.0,4,0.16,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
439,Nico Ribaudo\Nico-Ribaudo,es ESP,MFFW,Espanyol,18,2001,1.1,3,2.65,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
440,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,25,1993,17.7,25,1.50,17,4,1,0,3,1,0.06,1,0,0,0,0,0,Matches
441,Rodrigo Riquelme\Rodrigo-Riquelme,es ESP,MF,Atlético Madrid,19,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
442,Cristian Rivera\Cristian-Rivera,es ESP,MF,Leganés,22,1997,3.5,2,0.58,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
443,Rober\Rober,es ESP,DF,Levante,24,1995,2.1,2,1.78,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
444,Roberto\Roberto,es ESP,GK,Alavés,33,1986,7.8,1,0.15,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
445,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,27,1992,25.0,50,2.00,47,0,1,0,2,8,0.32,8,0,0,0,0,0,Matches
446,Joel Robles\Joel-Robles,es ESP,GK,Betis,29,1990,32.1,3,0.09,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
447,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,22,1996,32.5,59,1.81,45,10,2,2,0,4,0.12,3,1,0,0,0,0,Matches
448,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,28,1991,20.8,54,2.72,40,3,2,4,5,6,0.30,4,0,0,1,1,0,Matches
449,Rodrigo\Rodrigo,es ESP,FW,Valencia,28,1991,20.9,44,2.11,38,0,1,1,4,12,0.57,9,0,1,0,2,0,Matches
450,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,25,1994,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
451,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Leganés,25,1994,21.5,52,2.42,31,11,4,2,4,3,0.14,2,1,0,0,0,0,Matches
452,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Leganés,21,1998,20.8,65,3.13,42,8,7,2,6,5,0.24,3,0,0,1,1,0,Matches
453,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,32,1987,14.6,32,2.24,21,0,3,2,6,6,0.42,3,0,2,0,1,0,Matches
454,Dani Rodríguez\Dani-Rodriguez,es ESP,MFFW,Mallorca,31,1988,32.8,66,2.08,43,8,3,3,9,9,0.28,3,0,0,2,4,0,Matches
455,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,25,1994,10.4,7,0.74,6,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
456,James Rodríguez\James-Rodriguez,co COL,MF,Real Madrid,28,1991,4.7,24,5.16,18,4,0,0,2,1,0.21,1,0,0,0,0,0,Matches
457,Mario Rodriguez\Mario-Rodriguez,es ESP,FW,Granada,22,1997,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
458,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,18,2001,11.3,31,2.74,27,1,1,0,2,1,0.09,1,0,0,0,0,0,Matches
459,Luka Romero\Luka-Romero,ar ARG,MF,Mallorca,14,2004,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
460,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,32,1987,13.2,9,0.68,7,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
461,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Leganés,30,1988,19.8,38,2.00,24,12,1,1,0,3,0.16,3,0,0,0,0,0,Matches
462,Rubén\Ruben,es ESP,GK,Osasuna,35,1984,16.6,2,0.12,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,23,1995,8.9,31,3.47,21,0,7,1,2,2,0.22,1,0,0,1,0,0,Matches
464,Aitor Ruibal\Aitor-Ruibal,es ESP,DFMF,Leganés,23,1996,13.1,29,2.41,20,1,5,3,0,1,0.08,1,0,0,0,0,0,Matches
465,Jorge Sáenz\Jorge-Saenz,es ESP,DFFW,Celta Vigo,22,1996,4.1,3,0.73,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,18,2001,6.4,14,2.20,8,0,3,3,0,0,0.00,0,0,0,0,0,0,Matches
467,Yannis Salibur\Yannis-Salibur,fr FRA,MFFW,Mallorca,28,1991,0.9,4,4.39,3,0,1,0,0,2,2.20,1,0,1,0,0,0,Matches
468,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Valladolid,20,1999,30.3,4,0.13,3,0,0,0,1,2,0.07,2,0,0,0,0,0,Matches
469,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,22,1997,19.0,15,0.84,14,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
470,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,30,1989,4.0,2,0.50,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,Oihan Sancet\Oihan-Sancet,es ESP,MF,Athletic Club,19,2000,8.2,21,2.64,15,0,2,2,2,3,0.38,2,0,0,0,1,0,Matches
472,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,32,1986,24.5,5,0.21,5,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
473,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,22,1997,5.0,1,0.25,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
474,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,18,2000,3.6,7,2.68,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
475,Víctor Sánchez\Victor-Sanchez,es ESP,MFDF,Espanyol,31,1987,18.6,41,2.20,26,13,1,1,0,2,0.11,1,0,1,0,0,0,Matches
476,Luca Sangalli\Luca-Sangalli,es ESP,MF,Real Sociedad,24,1995,4.1,10,2.42,8,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
477,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,33,1986,25.1,35,1.39,32,0,0,0,3,2,0.08,2,0,0,0,0,0,Matches
478,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FWDF,Atlético Madrid,21,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
479,Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,22,1997,15.1,28,1.85,24,1,0,1,1,3,0.20,2,0,0,0,0,1,Matches
480,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,28,1991,21.0,5,0.24,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
481,Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,27,1991,9.0,5,0.56,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
482,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,25,1993,22.8,32,1.40,23,0,4,0,5,6,0.26,3,0,0,0,3,0,Matches
483,Josep Señé\Josep-Sene,es ESP,MF,Mallorca,27,1991,1.7,6,3.60,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Salva Sevilla\Salva-Sevilla,es ESP,MF,Mallorca,35,1984,28.2,92,3.39,46,37,1,4,4,5,0.18,3,1,0,1,0,0,Matches
485,Sidnei\Sidnei,br BRA,DF,Betis,29,1989,12.1,6,0.50,4,1,0,1,0,1,0.08,1,0,0,0,0,0,Matches
486,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,25,1994,29.9,38,1.27,28,5,2,1,2,1,0.03,0,1,0,0,0,0,Matches
487,Rui Silva\Rui-Silva,pt POR,GK,Granada,25,1994,34.0,6,0.18,4,2,0,0,0,1,0.03,0,1,0,0,0,0,Matches
488,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,22,1997,33.2,4,0.12,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
489,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,30,1988,20.3,9,0.47,6,0,1,2,0,1,0.05,0,0,0,1,0,0,Matches
490,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,24,1995,8.9,26,2.91,17,2,4,0,3,2,0.22,1,1,0,0,0,0,Matches
491,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,22,1996,3.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
492,Fyodor Smolov\Fyodor-Smolov,ru RUS,FW,Celta Vigo,29,1990,8.3,12,1.45,11,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
493,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,24,1995,4.3,4,1.20,1,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
494,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,27,1992,1.7,5,3.00,3,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
495,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,34,1985,25.4,39,1.59,31,0,0,0,8,6,0.24,5,0,0,0,1,0,Matches
496,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,22,1997,22.2,33,1.49,25,3,0,1,4,6,0.27,3,0,0,0,3,0,Matches
497,Kévin Soni\Kevin-Soni,cm CMR,FW,Espanyol,21,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
498,David Soria\David-Soria,es ESP,GK,Getafe,26,1993,37.0,5,0.14,2,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
499,Bruno Soriano\Bruno-Soriano,es ESP,MF,Villarreal,35,1984,2.0,2,1.02,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
500,Juan Soriano\Juan-Soriano,es ESP,GK,Leganés,21,1997,11.0,1,0.09,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
501,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,31,1988,27.8,75,2.70,41,22,5,2,5,9,0.32,7,0,1,1,0,0,Matches
502,Denis Suárez\Denis-Suarez,es ESP,MFFW,Celta Vigo,25,1994,18.1,56,3.09,37,14,3,1,1,5,0.28,5,0,0,0,0,0,Matches
503,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,32,1987,21.2,68,3.21,46,0,13,6,3,17,0.80,13,0,2,1,1,0,Matches
504,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Mallorca,30,1989,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
