Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,28,1990,27.9,62,2.23,32,23,3,2,2,5,0.18,3,1,1,0,0,0,Matches
2,Max Aarons\Max-Aarons,eng ENG,DF,Norwich City,19,2000,34.0,53,1.56,41,2,3,3,4,3,0.09,1,1,0,0,1,0,Matches
3,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,21,1997,24.1,47,1.95,33,0,6,6,2,10,0.41,4,0,3,2,1,0,Matches
4,Che Adams\Che-Adams,eng ENG,FW,Southampton,23,1996,11.1,22,1.98,14,0,2,2,4,4,0.36,2,0,0,0,2,0,Matches
5,Adrián\Adrian,es ESP,GK,Liverpool,32,1987,9.7,2,0.21,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,31,1988,16.1,51,3.16,28,0,9,9,5,8,0.50,4,0,1,2,1,0,Matches
7,Albian Ajeti\Albian-Ajeti,ch SUI,MFFW,West Ham,22,1997,1.5,2,1.29,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,24,1995,27.8,13,0.47,7,0,1,4,1,2,0.07,1,0,0,1,0,0,Matches
9,Marc Albrighton\Marc-Albrighton,eng ENG,MFDF,Leicester City,29,1989,8.8,26,2.94,22,2,1,1,0,5,0.57,5,0,0,0,0,0,Matches
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,30.9,19,0.62,18,0,0,1,0,2,0.06,2,0,0,0,0,0,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,34.2,149,4.36,90,49,3,5,1,23,0.67,13,7,0,2,0,1,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,26.3,4,0.15,4,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
13,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,20.4,53,2.60,39,1,9,2,2,12,0.59,5,0,5,2,0,0,Matches
14,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,25,1994,31.9,76,2.39,57,0,7,5,7,2,0.06,2,0,0,0,0,0,Matches
15,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,13.9,42,3.02,34,3,1,2,2,5,0.36,4,0,0,0,1,0,Matches
16,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,13.2,30,2.27,22,0,5,2,1,1,0.08,0,0,0,0,1,0,Matches
17,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,8.4,1,0.12,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,16.6,57,3.44,44,2,5,3,3,8,0.48,7,0,1,0,0,0,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,0.8,1,1.23,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Angeliño\Angelino,es ESP,DF,Manchester City,22,1997,4.7,14,2.98,13,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,29,1990,18.3,56,3.06,31,1,15,4,5,7,0.38,2,0,2,2,1,0,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,17.7,44,2.48,34,0,4,3,3,7,0.39,4,0,1,2,0,0,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,32.0,1,0.03,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,8.3,22,2.64,17,2,2,0,1,3,0.36,2,1,0,0,0,0,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,32.8,53,1.61,37,0,7,4,5,8,0.24,5,0,0,2,1,0,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,28.0,47,1.68,42,2,2,0,0,6,0.21,4,0,1,0,0,1,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,33.0,60,1.82,39,0,10,1,10,7,0.21,3,0,3,0,1,0,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,33.9,76,2.24,69,1,1,2,3,6,0.18,6,0,0,0,0,0,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,1.7,1,0.60,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,4.3,11,2.58,8,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,13.1,4,0.31,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,36.0,60,1.67,47,4,6,0,3,6,0.17,4,0,1,0,1,0,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,19.0,14,0.74,9,3,0,2,0,0,0.00,0,0,0,0,0,0,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,12.2,46,3.76,31,1,6,5,3,5,0.41,4,0,0,1,0,0,Matches
36,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,29,1989,15.0,19,1.26,12,0,1,1,5,1,0.07,0,0,0,0,1,0,Matches
37,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,21,1997,22.0,73,3.31,55,0,8,5,5,15,0.68,12,0,2,1,0,0,Matches
38,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,34.2,22,0.64,19,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches
39,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,2.7,7,2.64,5,0,1,1,0,3,1.13,2,0,0,1,0,0,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,34.0,13,0.38,11,0,0,1,1,1,0.03,0,0,0,1,0,0,Matches
42,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,12.9,14,1.09,11,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
43,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,29,1990,3.2,2,0.63,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,6.7,5,0.74,4,1,0,0,0,1,0.15,0,1,0,0,0,0,Matches
45,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,6.8,10,1.47,9,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,14.0,36,2.57,24,0,5,4,3,6,0.43,5,0,1,0,0,0,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,5.4,20,3.69,15,2,1,1,1,1,0.18,1,0,0,0,0,0,Matches
48,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,8.5,5,0.59,4,0,1,0,0,2,0.24,1,0,1,0,0,0,Matches
49,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,7.3,26,3.55,22,0,2,0,2,1,0.14,1,0,0,0,0,0,Matches
50,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,14.0,46,3.29,38,0,5,2,1,5,0.36,3,0,2,0,0,0,Matches
51,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,7.3,9,1.23,8,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
52,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,28.5,60,2.11,43,14,0,0,3,1,0.04,0,1,0,0,0,0,Matches
53,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,2.8,3,1.08,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
54,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,26.9,39,1.45,31,2,2,3,1,4,0.15,4,0,0,0,0,0,Matches
55,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,12.4,11,0.89,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
56,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,28,1991,20.0,8,0.40,8,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
57,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,0.7,3,4.58,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
58,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,8.5,37,4.36,22,0,8,1,6,3,0.35,2,0,1,0,0,0,Matches
59,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,22,1996,8.7,21,2.41,10,5,2,2,2,5,0.57,3,2,0,0,0,0,Matches
60,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,4.5,11,2.43,8,1,0,1,1,3,0.66,3,0,0,0,0,0,Matches
61,Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,17,2002,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,3.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
63,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
64,David Brooks\David-Brooks,wal WAL,MF,Bournemouth,22,1997,4.4,6,1.36,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,6.9,5,0.72,4,0,1,0,0,1,0.14,1,0,0,0,0,0,Matches
66,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,27.0,133,4.93,83,28,10,3,9,7,0.26,5,1,0,1,0,0,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,30.0,34,1.13,29,3,1,1,0,2,0.07,2,0,0,0,0,0,Matches
68,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,14.4,19,1.32,14,0,1,3,1,0,0.00,0,0,0,0,0,0,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,4.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,24.1,8,0.33,5,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
71,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,27.9,52,1.86,33,0,1,5,12,3,0.11,2,0,0,0,0,1,Matches
72,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,0.1,1,15.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,11.4,32,2.80,26,1,3,1,1,1,0.09,1,0,0,0,0,0,Matches
74,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,21,1998,25.8,72,2.79,57,0,6,3,6,5,0.19,5,0,0,0,0,0,Matches
75,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,29.2,43,1.47,32,6,2,0,3,3,0.10,2,1,0,0,0,0,Matches
76,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,6.6,19,2.88,18,0,0,0,1,7,1.06,7,0,0,0,0,0,Matches
77,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,30.4,48,1.58,41,2,2,0,3,6,0.20,5,1,0,0,0,0,Matches
78,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,27.6,5,0.18,5,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
79,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,17.0,44,2.59,31,10,0,1,2,6,0.35,5,1,0,0,0,0,Matches
80,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,10.1,17,1.68,16,1,0,0,0,2,0.20,2,0,0,0,0,0,Matches
81,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,12.2,15,1.23,9,2,0,4,0,2,0.16,1,0,0,1,0,0,Matches
82,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,26.4,62,2.35,53,7,1,1,0,7,0.27,7,0,0,0,0,0,Matches
83,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,0.4,2,4.86,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,9.1,11,1.21,10,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches
85,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,19.5,11,0.57,10,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
86,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,13.2,1,0.08,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,9.7,30,3.10,24,2,0,2,2,1,0.10,0,0,0,1,0,0,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,36.0,13,0.36,13,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,19.8,22,1.11,15,2,3,2,0,2,0.10,1,0,0,1,0,0,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,13.0,21,1.62,7,0,2,3,9,4,0.31,1,0,0,1,2,0,Matches
92,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,14.8,32,2.17,24,2,1,3,2,4,0.27,2,0,0,1,1,0,Matches
93,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,25.0,6,0.24,5,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
94,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,29.0,24,0.83,20,0,2,0,2,3,0.10,3,0,0,0,0,0,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,29.5,46,1.56,33,6,2,1,4,2,0.07,1,0,1,0,0,0,Matches
96,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,3.3,2,0.61,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
97,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
98,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,1.4,4,2.86,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,12.1,6,0.50,5,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
100,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,3.1,3,0.97,3,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
101,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,13.9,15,1.08,14,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
102,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,20.8,23,1.11,16,0,2,3,2,0,0.00,0,0,0,0,0,0,Matches
103,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,5.6,18,3.20,9,0,1,4,4,2,0.36,0,0,0,1,1,0,Matches
104,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,24.2,10,0.41,6,0,0,4,0,0,0.00,0,0,0,0,0,0,Matches
105,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,29.0,196,6.76,142,34,9,4,7,31,1.07,24,1,2,1,3,0,Matches
106,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,23.0,45,1.96,37,0,0,3,5,5,0.22,4,0,0,0,1,0,Matches
107,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,13.2,17,1.29,16,0,0,1,0,2,0.15,2,0,0,0,0,0,Matches
108,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,24,1995,29.1,19,0.65,18,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches
109,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,23.3,88,3.78,51,10,14,7,6,7,0.30,5,0,1,0,1,0,Matches
110,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,25,1994,13.9,10,0.72,9,0,0,1,0,1,0.07,1,0,0,0,0,0,Matches
111,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,31.9,101,3.17,56,37,2,3,3,11,0.34,8,3,0,0,0,0,Matches
112,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,36.0,21,0.58,18,0,0,1,2,4,0.11,3,0,0,0,1,0,Matches
113,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,28.7,8,0.28,5,1,0,2,0,1,0.03,1,0,0,0,0,0,Matches
114,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,10.3,39,3.78,19,0,11,1,8,6,0.58,3,0,2,0,1,0,Matches
115,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,29.9,59,1.97,43,1,6,7,2,14,0.47,6,0,3,4,1,0,Matches
116,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,33.3,76,2.28,57,0,9,7,3,5,0.15,3,0,0,2,0,0,Matches
117,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,17,2001,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,2.9,4,1.39,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
119,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,26,1992,6.7,11,1.64,7,0,1,2,1,1,0.15,0,0,1,0,0,0,Matches
121,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,36.0,2,0.06,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
122,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,8.0,25,3.11,15,6,1,2,1,2,0.25,1,0,0,1,0,0,Matches
123,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,13.7,5,0.36,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,13.6,6,0.44,5,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches
125,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,33.9,22,0.65,20,2,0,0,0,3,0.09,3,0,0,0,0,0,Matches
126,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,32.1,4,0.12,4,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
127,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,33.4,6,0.18,3,0,0,3,0,1,0.03,0,0,0,1,0,0,Matches
128,Harvey Elliot\Harvey-Elliot,eng ENG,DF,Liverpool,16,2003,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,31,1987,11.2,27,2.41,26,1,0,0,0,1,0.09,1,0,0,0,0,0,Matches
130,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,16.1,6,0.37,5,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
131,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,27,1992,12.2,40,3.28,31,8,1,0,0,3,0.25,2,1,0,0,0,0,Matches
132,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,35.6,17,0.48,12,0,1,3,1,4,0.11,3,0,0,0,1,0,Matches
133,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,21.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Fabinho\Fabinho,br BRA,MF,Liverpool,25,1993,22.1,32,1.45,30,0,1,0,1,3,0.14,3,0,0,0,0,0,Matches
135,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
136,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,28,1991,23.4,28,1.20,23,3,1,0,1,3,0.13,0,1,1,0,1,0,Matches
137,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,11.2,51,4.54,33,12,1,2,3,11,0.98,5,3,0,0,3,0,Matches
138,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,20,1999,0.7,3,4.09,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
139,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,27.1,10,0.37,6,0,1,3,0,3,0.11,1,0,0,2,0,0,Matches
140,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,26.1,27,1.03,24,0,0,3,0,5,0.19,5,0,0,0,0,0,Matches
141,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,27,1991,31.9,91,2.85,69,0,15,4,3,18,0.56,13,0,4,1,0,0,Matches
142,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,26.6,67,2.52,45,16,4,2,0,5,0.19,4,0,1,0,0,0,Matches
143,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,19,2000,8.5,40,4.70,31,2,3,1,3,8,0.94,8,0,0,0,0,0,Matches
144,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,23,1996,22.4,47,2.10,38,4,1,2,2,9,0.40,9,0,0,0,0,0,Matches
145,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,36.0,5,0.14,2,3,0,0,0,1,0.03,1,0,0,0,0,0,Matches
146,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,0.8,1,1.32,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,10.8,7,0.65,6,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
150,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,23.0,66,2.87,44,17,2,1,2,6,0.26,3,2,0,1,0,0,Matches
151,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,24.0,83,3.45,64,8,4,2,5,1,0.04,1,0,0,0,0,0,Matches
152,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,23.9,45,1.89,41,3,0,0,1,5,0.21,5,0,0,0,0,0,Matches
153,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,27,1992,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,4.1,5,1.23,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
155,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,8.6,7,0.82,7,0,0,0,0,3,0.35,3,0,0,0,0,0,Matches
156,Eric García\Eric-Garcia,es ESP,DF,Manchester City,18,2001,7.3,1,0.14,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,0.1,1,10.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
158,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,7.9,11,1.40,7,1,0,1,2,2,0.25,2,0,0,0,0,0,Matches
159,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,17.9,4,0.22,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,36.0,2,0.06,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,22.8,57,2.50,38,6,6,3,4,6,0.26,4,0,2,0,0,0,Matches
163,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,1.4,4,2.79,3,0,0,0,0,1,0.70,0,0,0,0,0,1,Matches
164,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,18,2001,2.2,6,2.78,5,0,0,0,1,1,0.46,1,0,0,0,0,0,Matches
165,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,9.5,18,1.89,13,0,0,3,2,3,0.31,2,0,0,1,0,0,Matches
166,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,27.4,10,0.37,8,0,0,2,0,1,0.04,1,0,0,0,0,0,Matches
167,André Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,14.2,25,1.76,22,1,2,0,0,1,0.07,1,0,0,0,0,0,Matches
168,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,0.2,2,8.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
