Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
471,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,21.3,75,3.51,53,9,6,3,3,9,0.42,4,2,1,1,0,1,Matches
472,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,12.6,9,0.72,7,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches
473,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,2,0.95,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
474,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,8.7,7,0.81,5,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
475,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
476,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,31.7,59,1.86,39,0,11,4,4,12,0.38,6,0,2,1,2,1,Matches
477,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,18,2001,0.6,1,1.76,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
478,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,18.3,8,0.44,7,1,0,0,0,1,0.05,1,0,0,0,0,0,Matches
479,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,14.6,5,0.34,5,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
480,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,6.9,9,1.31,6,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
481,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,19,2000,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
482,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,6.9,22,3.19,16,0,0,4,2,0,0.00,0,0,0,0,0,0,Matches
483,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,8.8,20,2.27,12,0,4,1,3,3,0.34,1,0,2,0,0,0,Matches
484,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,12.7,26,2.04,19,0,2,3,2,3,0.24,2,0,0,1,0,0,Matches
485,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,24.9,42,1.69,39,0,2,0,1,4,0.16,4,0,0,0,0,0,Matches
486,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,6,2.24,4,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
487,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,5.8,6,1.03,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,32.6,44,1.35,37,2,5,0,0,6,0.18,5,0,1,0,0,0,Matches
489,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,1,3.60,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
490,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,24.5,7,0.29,6,0,0,0,0,1,0.04,0,0,0,0,0,1,Matches
491,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,36.0,96,2.67,44,43,0,6,3,6,0.17,2,2,0,1,1,0,Matches
492,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,27.6,20,0.72,19,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
493,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,7.9,7,0.89,5,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
494,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,33.0,78,2.36,48,26,0,2,1,9,0.27,3,5,0,0,0,1,Matches
495,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.1,2,1.87,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,30.9,43,1.39,35,0,5,1,2,3,0.10,3,0,0,0,0,0,Matches
497,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,34,2.05,27,3,4,0,0,6,0.36,4,1,1,0,0,0,Matches
498,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,9.2,23,2.51,20,1,1,0,1,1,0.11,0,0,0,0,1,0,Matches
499,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,18,2001,1.6,4,2.47,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
500,Willian\Willian,br BRA,FW,Chelsea,30,1988,28.2,143,5.06,97,31,6,3,6,12,0.42,10,1,0,0,1,0,Matches
501,Joe Willock\Joe-Willock,eng ENG,MFFW,Arsenal,19,1999,8.8,31,3.54,26,0,3,1,1,3,0.34,3,0,0,0,0,0,Matches
502,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,2.4,1,0.42,1,0,0,0,0,1,0.42,1,0,0,0,0,0,Matches
503,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,30.3,56,1.85,41,0,3,5,7,7,0.23,2,0,1,1,3,0,Matches
504,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,17.8,42,2.37,29,3,1,2,7,3,0.17,1,0,0,1,1,0,Matches
505,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,22.7,36,1.59,33,3,0,0,0,5,0.22,5,0,0,0,0,0,Matches
506,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,25.2,46,1.82,30,0,5,3,8,3,0.12,3,0,0,0,0,0,Matches
507,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,27.2,38,1.40,32,1,2,1,2,4,0.15,3,0,0,0,1,0,Matches
508,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MFFW,West Ham,29,1989,10.5,35,3.33,29,1,3,1,1,6,0.57,4,0,2,0,0,0,Matches
509,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,10.4,15,1.44,13,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
510,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,1,0.16,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
511,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,25,2.36,11,13,0,0,1,0,0.00,0,0,0,0,0,0,Matches
512,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.6,5,0.76,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
513,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,34.4,101,2.93,60,0,21,5,14,8,0.23,4,0,0,1,2,1,Matches
514,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,14.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
515,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,13.9,29,2.09,28,1,0,0,0,3,0.22,3,0,0,0,0,0,Matches
516,Richairo Živković\Richairo-Zivkovic,nl NED,FW,Sheffield Utd,22,1996,0.7,2,2.81,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
517,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,24,1994,24.0,13,0.54,11,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
