Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
394,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,21,1998,2.0,4,2.01,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
395,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,19,2000,15.7,29,1.84,18,0,4,5,2,7,0.44,4,0,1,2,0,0,Matches
396,Louis Schaub\Louis-Schaub,at AUT,MF,Köln,24,1994,6.9,23,3.32,13,4,3,0,3,1,0.14,1,0,0,0,0,0,Matches
397,Patrik Schick\Patrik-Schick,cz CZE,FW,RB Leipzig,23,1996,14.4,37,2.57,25,0,4,5,3,5,0.35,3,0,2,0,0,0,Matches
398,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,30,1989,0.5,2,4.19,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
399,Kingsley Schindler\Kingsley-Schindler,de GER,FWMF,Köln,26,1993,9.4,21,2.23,16,0,2,2,1,3,0.32,2,0,1,0,0,0,Matches
400,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,21,1997,19.1,36,1.88,28,0,5,1,2,4,0.21,4,0,0,0,0,0,Matches
401,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,22,1997,21.5,5,0.23,3,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
402,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,19,1999,4.1,6,1.45,6,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
403,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,31,1988,0.7,2,2.73,2,0,0,0,0,1,1.36,1,0,0,0,0,0,Matches
404,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,29,1990,31.5,66,2.09,43,12,2,4,5,2,0.06,1,0,0,1,0,0,Matches
405,Manuel Schmiedebach\Manuel-Schmiedebach,de GER,MF,Union Berlin,30,1988,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
406,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,24,1994,12.9,25,1.94,24,1,0,0,0,1,0.08,1,0,0,0,0,0,Matches
407,Sebastian Schonlau\Sebastian-Schonlau,de GER,DF,Paderborn 07,24,1994,23.0,10,0.43,9,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
408,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,25,1994,15.9,27,1.70,22,2,0,0,3,3,0.19,1,1,0,0,1,0,Matches
409,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,21,1998,8.2,3,0.36,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
410,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,26,1993,6.6,10,1.52,7,1,1,1,0,2,0.30,2,0,0,0,0,0,Matches
411,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,27,1992,23.2,2,0.09,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
412,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,24,1995,10.7,18,1.69,9,0,0,0,9,1,0.09,1,0,0,0,0,0,Matches
413,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,24,1995,5.1,7,1.36,6,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
414,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,22,1997,17.8,32,1.80,23,0,5,1,3,3,0.17,3,0,0,0,0,0,Matches
415,Khiry Shelton\Khiry-Shelton,us USA,FWMF,Paderborn 07,26,1993,0.4,3,7.94,2,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
416,André Silva\Andre-Silva,pt POR,FW,Eint Frankfurt,23,1995,17.5,55,3.14,40,0,6,3,5,7,0.40,3,0,1,1,1,1,Matches
417,Sarpreet Singh\Sarpreet-Singh,nz NZL,FWMF,Bayern Munich,20,1999,0.8,1,1.25,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
418,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,24,1995,10.1,16,1.58,14,1,1,0,0,1,0.10,1,0,0,0,0,0,Matches
419,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,24,1995,29.7,49,1.65,40,1,2,4,2,8,0.27,4,0,1,2,1,0,Matches
420,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,23,1996,29.0,88,3.04,38,32,7,7,4,11,0.38,5,2,1,3,0,0,Matches
421,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Düsseldorf,26,1992,5.9,11,1.87,8,0,2,0,1,2,0.34,2,0,0,0,0,0,Matches
422,Dennis Smarsch\Dennis-Smarsch,de GER,GK,Hertha BSC,20,1999,1.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
423,Lasse Sobiech\Lasse-Sobiech,de GER,DF,Köln,28,1991,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
424,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,25,1994,7.8,8,1.03,5,1,0,1,1,1,0.13,0,0,0,1,0,0,Matches
425,Yann Sommer\Yann-Sommer,ch SUI,GK,M'gladbach,30,1988,34.0,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
426,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,22,1997,19.4,43,2.22,36,3,1,1,2,6,0.31,4,0,0,1,1,0,Matches
427,Dennis Srbeny\Dennis-Srbeny,de GER,FWMF,Paderborn 07,25,1994,12.4,25,2.01,17,0,3,1,4,3,0.24,1,0,2,0,0,0,Matches
428,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,22,1996,23.5,9,0.38,7,0,0,2,0,1,0.04,0,0,0,1,0,0,Matches
429,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Hoffenheim,25,1993,4.4,11,2.49,8,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
430,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DF,Schalke 04,28,1990,9.0,2,0.22,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,24,1995,19.2,11,0.57,9,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
432,Renato Steffen\Renato-Steffen,ch SUI,MFFW,Wolfsburg,27,1991,17.6,45,2.56,37,1,3,1,3,8,0.45,6,0,2,0,0,0,Matches
433,Zack Steffen\Zack-Steffen,us USA,GK,Düsseldorf,24,1995,17.0,5,0.29,3,2,0,0,0,1,0.06,0,1,0,0,0,0,Matches
434,Lars Stindl\Lars-Stindl,de GER,MFFW,M'gladbach,30,1988,15.9,60,3.77,52,0,3,1,4,11,0.69,10,0,0,0,1,0,Matches
435,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,25,1993,14.1,51,3.62,32,9,3,2,5,6,0.43,5,0,0,1,0,0,Matches
436,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'gladbach,29,1990,6.8,5,0.73,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
437,Christian Strohdiek\Christian-Strohdiek,de GER,DF,Paderborn 07,31,1988,15.1,16,1.06,14,1,0,1,0,2,0.13,1,0,0,1,0,0,Matches
438,Neven Subotić\Neven-Subotic,rs SRB,DF,Union Berlin,30,1988,21.8,12,0.55,11,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
439,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,31,1988,4.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
440,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,23,1995,7.1,7,0.98,7,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches
441,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,32,1987,14.9,31,2.08,21,6,0,3,1,4,0.27,3,1,0,0,0,0,Matches
442,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,31,1987,12.7,33,2.59,24,0,3,3,2,6,0.47,4,0,0,1,0,1,Matches
443,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,23,1996,23.2,13,0.56,11,1,0,0,0,3,0.13,2,0,0,0,0,1,Matches
444,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,20,1999,11.8,5,0.43,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
445,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,28,1991,1.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
446,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,FWMF,Düsseldorf,21,1997,5.0,14,2.81,9,1,1,0,3,1,0.20,1,0,0,0,0,0,Matches
447,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,20,1999,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,Simon Terodde\Simon-Terodde,de GER,FWMF,Köln,31,1988,9.0,14,1.55,11,0,1,1,1,3,0.33,3,0,0,0,0,0,Matches
449,Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,17,2001,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,20,1999,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
451,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,17,2002,6.2,4,0.65,4,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
452,Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,24,1994,25.1,88,3.51,42,17,13,4,12,9,0.36,3,3,2,0,1,0,Matches
453,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'gladbach,21,1997,24.5,76,3.11,48,0,14,2,12,13,0.53,8,0,4,0,1,0,Matches
454,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,26,1993,13.4,10,0.75,10,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
455,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,19,1999,4.1,2,0.49,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
456,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,24,1994,7.1,29,4.09,24,0,1,3,1,5,0.71,4,0,0,0,1,0,Matches
457,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,30,1989,7.9,2,0.25,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
458,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,25,1994,3.7,4,1.09,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
459,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,21,1997,16.2,12,0.74,11,0,1,0,0,3,0.18,3,0,0,0,0,0,Matches
460,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,23,1996,16.6,30,1.81,27,0,0,3,0,5,0.30,4,0,0,1,0,0,Matches
461,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'gladbach,31,1988,1.7,9,5.33,8,0,1,0,0,1,0.59,1,0,0,0,0,0,Matches
462,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,29,1990,22.0,3,0.14,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,32,1987,31.8,78,2.45,25,51,1,1,0,9,0.28,1,8,0,0,0,0,Matches
464,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,28,1990,10.5,16,1.52,14,0,0,2,0,5,0.47,3,0,0,2,0,0,Matches
465,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,30,1988,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,20,1998,26.2,29,1.11,24,0,0,4,1,5,0.19,4,0,0,1,0,0,Matches
467,Mark Uth\Mark-Uth,de GER,MFFW,Köln,27,1991,12.9,55,4.26,25,12,5,5,8,10,0.77,4,1,1,1,3,0,Matches
468,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,27,1991,3.9,4,1.02,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
469,Ruben Vargas\Ruben-Vargas,ch SUI,FWMF,Augsburg,20,1998,28.1,58,2.06,36,2,8,6,6,5,0.18,3,0,0,0,2,0,Matches
470,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,21,1997,31.2,62,1.99,54,0,5,1,2,3,0.10,3,0,0,0,0,0,Matches
471,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,23,1995,22.8,14,0.61,14,0,0,0,0,4,0.18,4,0,0,0,0,0,Matches
472,Birger Verstraete\Birger-Verstraete,be BEL,MF,Köln,25,1994,7.4,17,2.30,8,9,0,0,0,1,0.14,0,1,0,0,0,0,Matches
473,Kevin Vogt\Kevin-Vogt,de GER,DF,Hoffenheim,27,1991,10.7,4,0.37,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
474,Kevin Vogt\Kevin-Vogt,de GER,DFMF,Werder Bremen,27,1991,12.3,7,0.57,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
475,Kevin Volland\Kevin-Volland,de GER,FW,Leverkusen,27,1992,22.7,74,3.25,55,1,8,9,0,16,0.70,10,0,3,2,0,1,Matches
476,Luca Waldschmidt\Luca-Waldschmidt,de GER,FWMF,Freiburg,23,1996,14.1,37,2.63,24,0,5,4,4,6,0.43,4,0,1,0,1,0,Matches
477,Wout Weghorst\Wout-Weghorst,nl NED,FW,Wolfsburg,26,1992,30.4,83,2.73,61,1,6,8,7,9,0.30,6,0,1,1,1,0,Matches
478,Julian Weigl\Julian-Weigl,de GER,MFDF,Dortmund,23,1995,11.3,9,0.79,7,1,0,1,0,1,0.09,0,1,0,0,0,0,Matches
479,Mitchell Weiser\Mitchell-Weiser,de GER,DF,Leverkusen,25,1994,13.0,15,1.15,11,1,0,0,3,1,0.08,1,0,0,0,0,0,Matches
480,Wendell\Wendell,br BRA,DF,Leverkusen,26,1993,21.1,27,1.28,24,1,1,0,1,6,0.28,5,0,0,0,1,0,Matches
481,Oscar Wendt\Oscar-Wendt,se SWE,DF,M'gladbach,33,1985,18.7,29,1.55,24,5,0,0,0,4,0.21,3,1,0,0,0,0,Matches
482,Timo Werner\Timo-Werner,de GER,FW,RB Leipzig,23,1996,31.1,117,3.77,83,0,18,10,6,19,0.61,12,0,5,0,2,0,Matches
483,Felix Wiedwald\Felix-Wiedwald,de GER,GK,Eint Frankfurt,29,1990,3.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
484,William\William,br BRA,DF,Wolfsburg,24,1995,15.2,28,1.85,19,3,3,1,2,2,0.13,1,0,0,0,1,0,Matches
485,Florian Wirtz\Florian-Wirtz,de GER,FWMF,Leverkusen,16,2003,4.1,6,1.47,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
486,Axel Witsel\Axel-Witsel,be BEL,MF,Dortmund,30,1989,24.9,29,1.16,26,0,2,1,0,9,0.36,9,0,0,0,0,0,Matches
487,Hannes Wolf\Hannes-Wolf,at AUT,FWMF,RB Leipzig,20,1999,0.6,2,3.10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Marius Wolf\Marius-Wolf,de GER,FWMF,Hertha BSC,24,1995,15.7,33,2.11,26,0,3,2,2,5,0.32,3,0,0,1,1,0,Matches
489,Nick Woltemade\Nick-Woltemade,de GER,FWMF,Werder Bremen,17,2002,1.0,2,1.96,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
490,Dan-Axel Zagadou\Dan-Axel-Zagadou,fr FRA,DF,Dortmund,20,1999,10.9,11,1.01,11,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
491,Denis Zakaria\Denis-Zakaria,ch SUI,MF,M'gladbach,22,1996,21.6,25,1.16,23,0,2,0,0,4,0.18,4,0,0,0,0,0,Matches
492,Robin Zentner\Robin-Zentner,de GER,GK,Mainz 05,24,1994,21.5,2,0.09,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
493,Jean Zimmer\Jean-Zimmer,de GER,DFMF,Düsseldorf,25,1993,8.0,24,3.00,9,10,4,0,1,0,0.00,0,0,0,0,0,0,Matches
494,Matthias Zimmermann\Matthias-Zimmermann,de GER,DFMF,Düsseldorf,27,1992,32.5,50,1.54,45,3,0,0,2,6,0.18,5,1,0,0,0,0,Matches
495,Leopold Zingerle\Leopold-Zingerle,de GER,GK,Paderborn 07,25,1994,28.0,2,0.07,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Joshua Zirkzee\Joshua-Zirkzee,nl NED,FW,Bayern Munich,18,2001,3.3,5,1.52,4,0,0,1,0,2,0.61,1,0,0,1,0,0,Matches
497,Ben Zolinski\Ben-Zolinski,de GER,FWMF,Paderborn 07,27,1992,13.4,25,1.86,22,0,1,1,1,2,0.15,2,0,0,0,0,0,Matches
498,Steven Zuber\Steven-Zuber,ch SUI,DFFW,Hoffenheim,27,1991,8.3,11,1.32,10,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
