Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1,Suleiman Abdullahi\Suleiman-Abdullahi,ng NGA,FWMF,Union Berlin,22,1996,1.7,2,1.15,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2,David Abraham\David-Abraham,ar ARG,DF,Eint Frankfurt,33,1986,18.8,11,0.59,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
3,Amir Abrashi\Amir-Abrashi,al ALB,MF,Freiburg,29,1990,7.4,10,1.36,8,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
4,Tyler Adams\Tyler-Adams,us USA,DFMF,RB Leipzig,20,1999,10.6,18,1.70,14,1,0,2,1,2,0.19,1,0,0,0,1,0,Matches
5,Sargis Adamyan\Sargis-Adamyan,am ARM,FWMF,Hoffenheim,26,1993,8.3,20,2.41,16,0,1,1,2,4,0.48,3,0,0,0,1,0,Matches
6,Manuel Akanji\Manuel-Akanji,ch SUI,DF,Dortmund,24,1995,25.7,10,0.39,9,1,0,0,0,3,0.12,3,0,0,0,0,0,Matches
7,Kevin Akpoguma\Kevin-Akpoguma,de GER,DF,Hoffenheim,24,1995,12.7,4,0.32,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8,David Alaba\David-Alaba,at AUT,DF,Bayern Munich,27,1992,27.8,38,1.37,33,2,1,2,0,2,0.07,1,1,0,0,0,0,Matches
9,Lucas Alario\Lucas-Alario,ar ARG,FW,Leverkusen,26,1992,13.0,30,2.30,21,0,2,7,0,3,0.23,1,0,0,2,0,0,Matches
10,Paco Alcácer\Paco-Alcacer,es ESP,FW,Dortmund,25,1993,5.9,14,2.38,10,1,2,0,1,3,0.51,2,1,0,0,0,0,Matches
11,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Bayern Munich,28,1991,19.7,56,2.85,44,5,3,3,1,8,0.41,6,0,2,0,0,0,Matches
12,Nadiem Amiri\Nadiem-Amiri,de GER,MFFW,Leverkusen,22,1996,20.6,89,4.31,57,22,6,2,2,9,0.44,8,0,0,0,1,0,Matches
13,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,RB Leipzig,18,2000,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
14,Opoku Ampomah\Opoku-Ampomah,gh GHA,FW,Düsseldorf,23,1996,5.6,17,3.06,11,0,4,1,1,0,0.00,0,0,0,0,0,0,Matches
15,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Union Berlin,28,1991,29.8,47,1.58,35,0,4,5,2,9,0.30,2,0,2,4,0,1,Matches
16,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,24,1994,28.6,77,2.69,54,5,4,9,5,6,0.21,5,0,0,0,1,0,Matches
17,Angeliño\Angelino,es ESP,DF,RB Leipzig,22,1997,12.2,39,3.21,24,10,4,1,0,5,0.41,3,1,1,0,0,0,Matches
18,Christopher Antwi-Adjei\Christopher-Antwi-Adjei,gh GHA,MFFW,Paderborn 07,25,1994,27.4,79,2.88,53,8,9,2,7,5,0.18,3,1,1,0,0,0,Matches
19,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,30,1989,23.5,42,1.78,38,1,0,0,2,5,0.21,4,0,0,0,0,1,Matches
20,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,25,1994,31.3,120,3.83,51,49,4,8,8,13,0.41,5,5,0,2,1,0,Matches
21,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,22,1997,7.0,4,0.57,4,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
22,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,25,1994,10.3,20,1.95,15,4,0,0,1,1,0.10,1,0,0,0,0,0,Matches
23,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,21,1997,5.4,12,2.24,10,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
24,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,24,1994,30.3,28,0.92,27,0,0,1,0,3,0.10,3,0,0,0,0,0,Matches
25,Matthias Bader\Matthias-Bader,de GER,DF,Köln,22,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
26,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,35,1984,21.6,32,1.48,27,0,1,1,3,4,0.19,3,0,0,0,1,0,Matches
27,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,21,1997,12.1,41,3.39,22,10,3,4,2,8,0.66,4,2,0,1,1,0,Matches
28,Lewis Baker\Lewis-Baker,eng ENG,MF,Düsseldorf,24,1995,6.1,15,2.48,7,2,2,1,3,1,0.17,1,0,0,0,0,0,Matches
29,Ridle Baku\Ridle-Baku,de GER,DFMF,Mainz 05,21,1998,26.1,65,2.49,51,3,3,2,6,10,0.38,9,1,0,0,0,0,Matches
30,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Dortmund,20,1999,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,30,1989,6.5,5,0.77,5,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
32,Aymen Barkok\Aymen-Barkok,de GER,FWMF,Düsseldorf,21,1998,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
33,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,19,2000,10.4,14,1.34,12,1,0,0,1,3,0.29,3,0,0,0,0,0,Matches
34,Fin Bartels\Fin-Bartels,de GER,FWMF,Werder Bremen,32,1987,3.8,11,2.91,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
35,Oliver Batista-Meier\Oliver-Batista-Meier,de GER,FW,Bayern Munich,18,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,29,1990,30.0,3,0.10,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
37,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,31,1988,19.9,32,1.61,28,0,0,3,1,4,0.20,4,0,0,0,0,0,Matches
38,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,19,1999,16.6,50,3.01,31,2,5,7,5,4,0.24,1,1,0,2,0,0,Matches
39,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Augsburg,22,1996,4.2,7,1.65,4,0,2,0,1,1,0.24,0,0,1,0,0,0,Matches
40,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hoffenheim,25,1994,23.4,57,2.44,40,1,7,3,6,7,0.30,2,1,1,2,1,0,Matches
41,Sheraldo Becker\Sheraldo-Becker,nl NED,MFFW,Union Berlin,24,1995,6.0,15,2.50,11,0,3,0,1,3,0.50,3,0,0,0,0,0,Matches
42,Timo Becker\Timo-Becker,de GER,DFMF,Schalke 04,22,1997,3.7,8,2.14,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
43,Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,16,2002,1.2,1,0.83,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
44,Ishak Belfodil\Ishak-Belfodil,dz ALG,FWMF,Hoffenheim,27,1992,3.0,11,3.68,8,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
45,Karim Bellarabi\Karim-Bellarabi,de GER,FWDF,Leverkusen,29,1990,15.8,48,3.03,34,2,5,5,2,8,0.51,6,0,1,0,1,0,Matches
46,Lars Bender\Lars-Bender,de GER,DFMF,Leverkusen,30,1989,15.3,28,1.84,22,5,0,1,0,2,0.13,2,0,0,0,0,0,Matches
47,Sven Bender\Sven-Bender,de GER,DF,Leverkusen,30,1989,30.3,13,0.43,11,0,0,1,1,2,0.07,2,0,0,0,0,0,Matches
48,László Bénes\Laszlo-Benes,sk SVK,MF,M'gladbach,21,1997,10.0,49,4.91,27,17,1,1,3,6,0.60,2,4,0,0,0,0,Matches
49,Keanen Bennetts\Keanen-Bennetts,eng ENG,MF,M'gladbach,20,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'gladbach,24,1995,16.1,22,1.37,17,0,1,2,2,5,0.31,4,0,0,1,0,0,Matches
51,Valon Berisha\Valon-Berisha,xk KVX,MFFW,Düsseldorf,26,1993,10.5,19,1.82,12,4,0,0,3,1,0.10,1,0,0,0,0,0,Matches
52,Louis Beyer\Louis-Beyer,de GER,DF,M'gladbach,19,2000,1.2,1,0.82,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
53,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,29,1990,13.1,7,0.54,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
54,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,FWMF,Werder Bremen,25,1993,21.0,68,3.24,48,7,2,6,5,4,0.19,2,1,0,1,0,0,Matches
55,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,FW,Hoffenheim,25,1993,0.0,1,30.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
56,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,30,1988,20.0,13,0.65,11,0,0,2,0,5,0.25,4,0,0,1,0,0,Matches
57,Adam Bodzek\Adam-Bodzek,de GER,MF,Düsseldorf,33,1985,22.4,16,0.71,15,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
58,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MF,Mainz 05,25,1994,25.2,67,2.66,59,0,3,1,4,10,0.40,8,0,2,0,0,0,Matches
59,Melayro Bogarde\Melayro-Bogarde,nl NED,DF,Hoffenheim,17,2002,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Dennis Borkowski\Dennis-Borkowski,de GER,FW,RB Leipzig,17,2002,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
61,Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,23,1995,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
62,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,20,1999,27.2,13,0.48,11,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
63,Brandon Borrello\Brandon-Borrello,au AUS,MFFW,Freiburg,24,1995,3.3,3,0.91,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
64,Nassim Boujellab\Nassim-Boujellab,de GER,MFFW,Schalke 04,20,1999,4.7,4,0.86,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,28,1990,27.1,6,0.22,5,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
66,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,18,2001,2.6,2,0.77,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
67,Julian Brandt\Julian-Brandt,de GER,MFFW,Dortmund,23,1996,24.5,76,3.10,60,5,6,3,2,18,0.74,15,0,2,1,0,0,Matches
68,Erling Braut Håland\Erling-Braut-Haland,no NOR,FW,Dortmund,19,2000,11.8,25,2.12,15,0,5,3,2,7,0.59,4,0,1,1,1,0,Matches
69,Josip Brekalo\Josip-Brekalo,hr CRO,MFFW,Wolfsburg,21,1998,18.6,82,4.42,53,13,8,5,3,7,0.38,5,0,2,0,0,0,Matches
70,John Brooks\John-Brooks,us USA,DF,Wolfsburg,26,1993,24.7,14,0.57,10,0,0,3,1,1,0.04,0,0,0,1,0,0,Matches
71,Daniel Brosinski\Daniel-Brosinski,de GER,DF,Mainz 05,31,1988,19.0,85,4.48,44,37,3,0,1,4,0.21,0,4,0,0,0,0,Matches
72,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Mainz 05,27,1991,7.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Wolfsburg,27,1991,9.0,1,0.11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
74,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FWMF,Hoffenheim,20,1998,4.3,23,5.29,16,1,6,0,0,2,0.46,2,0,0,0,0,0,Matches
75,Jacob Bruun Larsen\Jacob-Bruun-Larsen,dk DEN,FW,Dortmund,20,1998,0.8,1,1.32,1,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches
76,Marius Bülter\Marius-Bulter,de GER,MFFW,Union Berlin,26,1993,25.8,48,1.86,37,0,10,0,1,3,0.12,2,0,1,0,0,0,Matches
77,Guido Burgstaller\Guido-Burgstaller,at AUT,FW,Schalke 04,30,1989,13.7,26,1.90,19,0,5,0,1,4,0.29,2,0,1,0,0,1,Matches
78,Jonathan Burkardt\Jonathan-Burkardt,de GER,FW,Mainz 05,19,2000,2.8,4,1.42,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,28,1990,30.8,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFFW,Schalke 04,31,1988,25.5,86,3.38,38,25,6,7,8,8,0.31,3,1,0,0,2,2,Matches
81,Emre Can\Emre-Can,de GER,MFDF,Dortmund,25,1994,10.6,14,1.32,11,0,2,1,0,2,0.19,1,0,1,0,0,0,Matches
82,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,27,1992,26.0,4,0.15,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,29,1990,13.6,23,1.70,15,4,1,1,2,3,0.22,1,1,1,0,0,0,Matches
84,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,25,1994,7.5,21,2.80,14,0,4,1,2,3,0.40,1,0,0,0,2,0,Matches
85,Darko Churlinov\Darko-Churlinov,mk MKD,FW,Köln,19,2000,0.2,2,8.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,32,1987,18.1,16,0.88,15,1,0,0,0,2,0.11,2,0,0,0,0,0,Matches
87,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,27,1991,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Jamilu Collins\Jamilu-Collins,ng NGA,DF,Paderborn 07,24,1994,29.6,49,1.65,37,5,3,2,2,3,0.10,3,0,0,0,0,0,Matches
89,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,23,1996,16.7,75,4.49,61,0,8,2,4,10,0.60,8,0,0,0,2,0,Matches
90,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Köln,26,1993,22.2,59,2.66,35,0,7,5,12,11,0.50,7,0,3,1,0,0,Matches
91,Sergio Córdova\Sergio-Cordova,ve VEN,FWMF,Augsburg,21,1997,4.1,6,1.47,4,0,2,0,0,3,0.74,1,0,2,0,0,0,Matches
92,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,26,1993,15.4,39,2.53,31,2,4,1,1,10,0.65,7,1,2,0,0,0,Matches
93,Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Bayern Munich,27,1992,15.7,78,4.98,63,6,5,1,3,12,0.77,10,0,1,0,1,0,Matches
94,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MFFW,Bayern Munich,19,1999,3.4,14,4.10,11,1,1,0,1,3,0.88,2,0,0,0,1,0,Matches
95,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,20,1999,8.3,28,3.39,16,0,6,3,2,4,0.48,1,0,1,0,1,1,Matches
96,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,20,1999,3.1,13,4.19,7,0,0,3,3,1,0.32,0,0,0,1,0,0,Matches
97,Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,29,1990,24.5,15,0.61,10,2,0,3,0,3,0.12,1,0,0,2,0,0,Matches
98,Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,27,1992,8.5,29,3.41,18,0,1,2,8,3,0.35,2,0,0,0,1,0,Matches
99,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,23,1996,6.2,15,2.42,12,0,1,2,0,3,0.48,3,0,0,0,0,0,Matches
100,Leon Dajaku\Leon-Dajaku,de GER,DF,Bayern Munich,18,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
101,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,28,1990,25.1,81,3.23,57,16,1,3,3,7,0.28,6,0,0,0,0,1,Matches
102,Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,18,2000,24.8,62,2.50,54,0,4,0,4,8,0.32,7,0,1,0,0,0,Matches
103,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,27,1991,9.2,9,0.98,8,0,0,1,0,2,0.22,2,0,0,0,0,0,Matches
104,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,26,1993,17.5,74,4.23,37,30,3,3,1,10,0.57,4,6,0,0,0,0,Matches
105,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,27,1991,13.5,32,2.38,31,1,0,0,0,2,0.15,2,0,0,0,0,0,Matches
106,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,20,1999,19.7,67,3.40,48,2,12,2,3,10,0.51,7,0,2,0,1,0,Matches
107,Javairô Dilrosun\Javairo-Dilrosun,nl NED,MFFW,Hertha BSC,21,1998,14.5,25,1.72,14,3,6,0,2,4,0.28,2,0,2,0,0,0,Matches
108,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,28,1991,1.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
109,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,30,1989,16.4,41,2.50,33,0,2,3,3,6,0.37,4,0,1,1,0,0,Matches
110,Mamadou Doucouré\Mamadou-Doucoure,fr FRA,MF,M'gladbach,21,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Mohamed Dräger\Mohamed-Drager,tn TUN,DF,Paderborn 07,23,1996,16.2,26,1.61,18,4,1,2,1,5,0.31,4,0,0,1,0,0,Matches
112,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,28,1991,11.4,12,1.05,12,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,29,1990,17.6,56,3.18,45,4,3,1,3,6,0.34,5,0,0,0,1,0,Matches
114,Ondrej Duda\Ondrej-Duda,sk SVK,MFFW,Hertha BSC,24,1994,5.0,17,3.42,10,1,3,2,1,2,0.40,2,0,0,0,0,0,Matches
115,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,27,1992,5.7,9,1.59,6,0,1,2,0,1,0.18,1,0,0,0,0,0,Matches
116,Johannes Eggestein\Johannes-Eggestein,de GER,MFFW,Werder Bremen,21,1998,5.7,11,1.94,7,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
117,Maximilian Eggestein\Maximilian-Eggestein,de GER,MFDF,Werder Bremen,22,1996,31.7,67,2.11,53,0,5,7,2,6,0.19,5,0,0,1,0,0,Matches
118,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,24,1995,25.9,39,1.51,27,4,5,1,2,4,0.15,3,0,1,0,0,0,Matches
119,Ilay Elmkies\Ilay-Elmkies,il ISR,MF,Hoffenheim,19,2000,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'gladbach,22,1996,29.1,8,0.28,7,0,0,1,0,1,0.03,1,0,0,0,0,0,Matches
121,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'gladbach,22,1997,17.2,56,3.25,35,0,5,6,9,11,0.64,7,0,0,1,2,1,Matches
122,Alexander Esswein\Alexander-Esswein,de GER,FWMF,Hertha BSC,29,1990,2.4,4,1.69,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
123,Antony Evans\Antony-Evans,eng ENG,MFDF,Paderborn 07,20,1998,1.7,8,4.62,4,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Simon Falette\Simon-Falette,gn GUI,DF,Eint Frankfurt,27,1992,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
125,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,21,1997,21.8,6,0.27,4,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
126,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,23,1996,16.5,31,1.88,26,0,3,1,1,1,0.06,1,0,0,0,0,0,Matches
127,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,32,1986,8.6,5,0.58,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,Oliver Fink\Oliver-Fink,de GER,MFFW,Düsseldorf,37,1982,7.5,20,2.67,15,0,1,1,3,3,0.40,2,0,0,0,1,0,Matches
129,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,30,1989,10.7,31,2.89,24,0,1,5,1,4,0.37,4,0,0,0,0,0,Matches
130,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,26,1993,10.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
131,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,27,1991,12.7,50,3.94,36,6,3,1,4,4,0.32,3,0,0,0,1,0,Matches
132,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,23,1995,13.1,11,0.84,9,0,1,0,1,2,0.15,2,0,0,0,0,0,Matches
133,Mike Frantz\Mike-Frantz,de GER,MFDF,Freiburg,32,1986,3.9,7,1.80,7,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
134,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,21,1998,24.3,35,1.44,23,11,0,0,1,4,0.16,3,0,0,0,1,0,Matches
135,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,23,1995,31.0,23,0.74,16,1,1,3,2,2,0.06,0,0,0,1,1,0,Matches
136,Samúel Friðjónsson\Samuel-Fridjonsson,is ISL,MF,Paderborn 07,23,1996,2.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
137,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,26,1993,4.5,10,2.23,8,0,1,1,0,1,0.22,1,0,0,0,0,0,Matches
138,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MFFW,Eint Frankfurt,24,1995,11.6,30,2.58,16,2,2,3,7,3,0.26,3,0,0,0,0,0,Matches
139,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,32,1986,27.0,31,1.15,27,1,0,1,2,4,0.15,3,0,0,1,0,0,Matches
140,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,21,1998,12.6,40,3.17,19,18,1,1,1,4,0.32,2,2,0,0,0,0,Matches
141,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,33,1985,27.1,56,2.06,43,2,3,3,5,7,0.26,4,0,0,0,3,0,Matches
142,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,25,1994,9.2,15,1.63,12,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
143,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,27,1991,22.9,36,1.58,23,10,0,1,2,2,0.09,2,0,0,0,0,0,Matches
144,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Union Berlin,31,1987,33.0,5,0.15,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
145,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,28,1991,8.5,20,2.34,13,0,1,6,0,3,0.35,1,0,0,2,0,0,Matches
146,Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,25,1994,30.9,23,0.74,20,0,0,3,0,6,0.19,5,0,0,1,0,0,Matches
147,Klaus Gjasula\Klaus-Gjasula,al ALB,MF,Paderborn 07,29,1989,25.3,48,1.89,43,0,2,3,0,3,0.12,2,0,0,1,0,0,Matches
148,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,24,1995,24.4,96,3.94,72,1,15,6,2,17,0.70,12,0,4,1,0,0,Matches
149,Akaki Gogia\Akaki-Gogia,de GER,MFFW,Union Berlin,27,1992,1.3,5,3.72,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Benjamin Goller\Benjamin-Goller,de GER,FWMF,Werder Bremen,20,1999,3.2,5,1.56,5,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
151,Jérôme Gondorf\Jerome-Gondorf,de GER,MF,Freiburg,31,1988,1.3,6,4.50,4,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
152,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,24,1995,16.8,56,3.33,46,0,4,3,3,15,0.89,11,0,0,2,2,0,Matches
153,Mario Götze\Mario-Gotze,de GER,FW,Dortmund,27,1992,5.8,17,2.94,14,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
154,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,28,1991,18.3,9,0.49,8,0,1,0,0,2,0.11,2,0,0,0,0,0,Matches
155,Michael Gregoritsch\Michael-Gregoritsch,at AUT,FW,Schalke 04,25,1994,9.2,15,1.63,13,0,0,1,1,1,0.11,1,0,0,0,0,0,Matches
156,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,25,1994,3.4,9,2.67,8,0,0,0,1,1,0.30,1,0,0,0,0,0,Matches
157,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MF,Hoffenheim,26,1993,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,26,1993,18.0,74,4.12,37,21,5,8,2,11,0.61,5,4,1,0,0,1,Matches
159,Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,23,1995,26.8,58,2.17,47,1,5,2,3,4,0.15,4,0,0,0,0,0,Matches
160,Christian Groß\Christian-Gross,de GER,DFMF,Werder Bremen,30,1989,9.7,9,0.93,6,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
161,Carlos Gruezo\Carlos-Gruezo,ec ECU,MF,Augsburg,24,1995,9.8,11,1.12,10,0,0,0,1,3,0.30,3,0,0,0,0,0,Matches
162,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,23,1996,26.8,35,1.30,28,1,3,2,1,4,0.15,4,0,0,0,0,0,Matches
